text,labels
"The authors explored the group as a source of change in mindfulness-based stress reduction (MBSR). Participants consisted of 606 adults in 59 groups who completed an 8-week MBSR program. The authors examined change in the General Symptom Index (GSI) of the Symptom Checklist-90-Revised and the Medical Symptom Checklist (MSC) from pre- to postintervention. Multilevel models were used to examine the extent to which groups differed in the amount of change reported by the participants. After controlling for pretreatment severity, group accounted for 7% of the variability in the GSI and 0% in the MSC. The authors discuss the implications of these findings for the practice of MBSR as well as for research investigating the effects of MBSR and other programs or psychotherapies.-Beyond the individual: group effects in mindfulness-based stress reduction.",2
"The rigorous evaluation of the impact of combination HIV prevention packages at the population level will be critical for the future of HIV prevention. In this review, we discuss important considerations for the design and interpretation of cluster randomized controlled trials (C-RCTs) of combination prevention interventions. We focus on three large C-RCTs that will start soon and are designed to test the hypothesis that combination prevention packages, including expanded access to antiretroviral therapy, can substantially reduce HIV incidence. Using a general framework to integrate mathematical modelling analysis into the design, conduct, and analysis of C-RCTs will complement traditional statistical analyses and strengthen the evaluation of the interventions. Importantly, even with combination interventions, it may be challenging to substantially reduce HIV incidence over the 2- to 3-y duration of a C-RCT, unless interventions are scaled up rapidly and key populations are reached. Thus, we propose the innovative use of mathematical modelling to conduct interim analyses, when interim HIV incidence data are not available, to allow the ongoing trials to be modified or adapted to reduce the likelihood of inconclusive outcomes. The preplanned, interactive use of mathematical models during C-RCTs will also provide a valuable opportunity to validate and refine model projections.-HIV treatment as prevention: considerations in the design, conduct, and analysis of cluster randomized controlled trials of combination HIV prevention.",1
"To describe the application of the stepped wedge cluster randomized controlled trial (CRCT) design. Systematic review. We searched Medline, Embase, PsycINFO, HMIC, CINAHL, Cochrane Library, Web of Knowledge, and Current Controlled Trials Register for articles published up to January 2010. Stepped wedge CRCTs from all fields of research were included. Two authors independently reviewed and extracted data from the studies. Twenty-five studies were included in the review. Motivations for using the design included ethical, logistical, financial, social, and political acceptability and methodological reasons. Most studies were evaluating an intervention during routine implementation. For most of the included studies, there was also a belief or empirical evidence suggesting that the intervention would do more good than harm. There was variation in data analysis methods and insufficient quality of reporting. The stepped wedge CRCT design has been mainly used for evaluating interventions during routine implementation, particularly for interventions that have been shown to be effective in more controlled research settings, or where there is lack of evidence of effectiveness but there is a strong belief that they will do more good than harm. There is need for consistent data analysis and reporting.-Systematic review of stepped wedge cluster randomized trials shows that design is particularly used to evaluate interventions during routine implementation.",3
"Two common statistical problems in pooling survival data from several studies are addressed. The first problem is that the data are doubly censored in that the origin is interval censored and the endpoint event may be right censored. Two approaches to incorporate the uncertainty of interval-censored origins are developed, and then compared with more usual analyses using imputation of a single fixed value for each origin. The second problem is that the data are collected from multiple studies and it is likely that heterogeneity exists among the study populations. A random-effects hierarchical Cox proportional hazards model is therefore used. The scientific problem motivating this work is a pooled survival analysis of data sets from three studies to examine the effect of GB virus type C (GBV-C) coinfection on survival of HIV-infected individuals. The time of HIV infection is the origin and for each subject this time is unknown, but is known to lie later than the last time at which the subject was known to be HIV negative, and earlier than the first time the subject was known to be HIV positive. The use of an approximate Bayesian approach using the partial likelihood as the likelihood is recommended because it more appropriately incorporates the uncertainty of interval-censored HIV infection times.-A Bayesian analysis of doubly censored data using a hierarchical Cox model.",0
"Ethics has been identified as a central reason for choosing the stepped wedge trial over other kinds of trial designs. The potential advantage of the stepped wedge design is that it provides all arms of the trial with the active intervention over the course of the study. Some groups receive it later than others, but the study intervention is not withheld from any group. This feature of the stepped wedge design seems particularly ethically advantageous in two instances: (1) when the study intervention appears especially likely to be effective and (2) when the consequences of not receiving the intervention may be dire. But despite an increase in the use of the stepped wedge design and appeals to its ethical superiority as the motivation for its selection, there has been limited attention to the stepped wedge trial in the ethics literature. In the following, I examine whether there are persuasive ethical reasons to prefer or to require a stepped wedge trial. I argue that while the stepped wedge design is ethically permissible, it is not morally superior to other kinds of trials. To this end, I examine the ethical justification for providing, withholding, and delaying interventions in research.-Delaying and withholding interventions: ethics and the stepped wedge trial",3
"Reviews of the handling of covariates in trials have explicitly excluded cluster randomized trials (CRTs). In this study, we review the use of covariates in randomization, the reporting of covariates, and adjusted analyses in CRTs. We reviewed a random sample of 300 CRTs published between 2000 and 2008 across 150 English language journals. Fifty-eight percent of trials used covariates in randomization. Only 69 (23%) included tables of cluster- and individual-level covariates. Fifty-eight percent reported significance tests of baseline balance. Of 207 trials that reported baseline measures of the primary outcome, 155 (75%) subsequently adjusted for these in analyses. Of 174 trials that used covariates in randomization, 30 (17%) included an analysis adjusting for all those covariates. Of 219 trial reports that included an adjusted analysis of the primary outcome, only 71 (32%) reported that covariates were chosen a priori. There are some marked discrepancies between practice and guidance on the use of covariates in the design, analysis, and reporting of CRTs. It is essential that researchers follow guidelines on the use and reporting of covariates in CRTs, promoting the validity of trial conclusions and quality of trial reports.-A review of the use of covariates in cluster randomized trials uncovers marked discrepancies between guidance and practice.",1
"A logistic regression with random effects model is commonly applied to analyze clustered binary data, and every cluster is assumed to have a different proportion of success. However, it could be of interest to obtain the proportion of success over clusters (i.e. the marginal proportion of success). Furthermore, the degree of correlation among data of the same cluster (intraclass correlation) is also a relevant concept to assess, but when using logistic regression with random effects it is not possible to get an analytical expression of the estimators for marginal proportion and intraclass correlation. In our paper, we assess and compare approaches using different kinds of approximations: based on the logistic-normal mixed effects model (LN), linear mixed model (LMM), and generalized estimating equations (GEE). The comparisons are completed by using two real data examples and a simulation study. The results show the performance of the approaches strongly depends on the magnitude of the marginal proportion, the intraclass correlation, and the sample size. In general, the reliability of the approaches get worsen with low marginal proportion and large intraclass correlation. LMM and GEE approaches arises as reliable approaches when the sample size is large.-Estimating marginal proportions and intraclass correlations with clustered binary data",1
"Clinical risk prediction models are increasingly being developed and validated on multicenter datasets. In this article, we present a comprehensive framework for the evaluation of the predictive performance of prediction models at the center level and the population level, considering population-averaged predictions, center-specific predictions, and predictions assuming an average random center effect. We demonstrated in a simulation study that calibration slopes do not only deviate from one because of over- or underfitting of patterns in the development dataset, but also as a result of the choice of the model (standard versus mixed effects logistic regression), the type of predictions (marginal versus conditional versus assuming an average random effect), and the level of model validation (center versus population). In particular, when data is heavily clustered (ICC 20%), center-specific predictions offer the best predictive performance at the population level and the center level. We recommend that models should reflect the data structure, while the level of model validation should reflect the research question.-Does ignoring clustering in multicenter data influence the performance of prediction models? A simulation study.",1
"Within the framework of a clinical trial, one is sometimes brought to randomize groups of subjects rather than the subjects themselves. This type of experimental design has methodological consequences of importance (in particular biostatistical consequences) and can limit the extrapolation of the results. A cluster randomized trial is thus justified only if the context or the question of interest imposes it and biostatistical issues have then to be handled in a rigorous way.-[The cluster-randomized trial].",1
"Multilevel analysis which was primarily introduced to deal with hierarchical data was later applied extensively for research in other fields of science and not only for nested data, but also for repeated measurements or clustered trials. This method of statistical analysis was applied in dental studies in the 1991 for the first time but despite its value for data analysis in dental studies, its application for dental studies remains limited until now. This manuscript reviews the applications of this method in dental studies.-Application of Multilevel Models in Dentistry.",1
"Experiments allow researchers to randomly vary the key manipulation, the instruments of measurement, and the sequences of the measurements and manipulations across participants. To date, however, the advantages of randomized experiments to manipulate both the aspects of interest and the aspects that threaten internal validity have been primarily used to make inferences about the average causal effect of the experimental manipulation. This article introduces a general framework for analyzing experimental data to make inferences about individual differences in causal effects. Approaches to analyzing the data produced by a number of classical designs and 2 more novel designs are discussed. Simulations highlight the strengths and weaknesses of the data produced by each design with respect to internal validity. Results indicate that, although the data produced by standard designs can be used to produce accurate estimates of average causal effects of experimental manipulations, more elaborate designs are often necessary for accurate inferences with respect to individual differences in causal effects. The methods described here can be diversely applied by researchers interested in determining the extent to which individuals respond differentially to an experimental manipulation or treatment and how differential responsiveness relates to individual participant characteristics.-Individual differences methods for randomized experiments.",0
"To evaluate the cumulative incidence of cervical intraepithelial neoplasia II or worse (grade II+) or cervical intraepithelial neoplasia grade III+ after short term persistence of prevalently detected carcinogenic human papillomavirus (HPV). Population based cohort study. Guanacaste, Costa Rica. 2282 sexually active women actively followed after enrolment. Primary end points: three year and five year cumulative incidence of histologically confirmed cervical intraepithelial neoplasia grade II+ (n=70). Cervical specimens collected at each visit tested for more than 40 HPV genotypes. HPV 16, 18, 26, 31, 33, 35, 39, 45, 51, 52, 56, 58, 59, 66, 68, 73, and 82 were considered the primary carcinogenic genotypes. Women who tested positive for a carcinogenic HPV at enrolment and after about one year (9-21 months) (positive/positive) had a three year cumulative incidence of cervical intraepithelial neoplasia grade II+ of 17.0% (95% confidence interval 12.1% to 22.0%). Those who tested negative/positive (3.4%, 0.1% to 6.8%), positive/negative (1.2%, -0.2% to 2.5%), and negative/negative (0.5%, 0.1% to 0.9%) were at a significantly lower risk. There was little difference in the cumulative incidence of cervical intraepithelial neoplasia grade II+ between testing positive twice for any carcinogenic HPV genotype (same genotype or different genotypes) v testing positive twice for the same carcinogenic genotype (17.0% v 21.3%, respectively). Short term persistence of HPV 16 strongly predicted cervical intraepithelial neoplasia grade II+, with a three year cumulative incidence of 40.8% (26.4% to 55.1%). Similar patterns were observed for the five year cumulative incidence of grade II+ and for three year and five year cumulative incidence of grade III+. Short term persistence of a prevalently detected carcinogenic HPV infection, especially HPV 16, strongly predicts a subsequent diagnosis of cervical intraepithelial neoplasia II+ over the next few years.-Short term persistence of human papillomavirus and risk of cervical precancer and cancer: population based cohort study.",0
"In the early phase development of molecularly targeted agents (MTAs), a commonly encountered situation is that the MTA is expected to be more effective for a certain biomarker subgroup, say marker-positive patients, but there is no adequate evidence to show that the MTA does not work for the other subgroup, that is, marker-negative patients. After establishing that marker-positive patients benefit from the treatment, it is often of great clinical interest to determine whether the treatment benefit extends to marker-negative patients. The authors propose optimal sequential enrichment (OSE) designs to address this practical issue in the context of phase II clinical trials. The OSE designs evaluate the treatment effect first in marker-positive patients and then in marker-negative patients if needed. The designs are optimal in the sense that they minimize the expected sample size or the maximum sample size under the null hypothesis that the MTA is futile. An efficient, accurate optimization algorithm is proposed to find the optimal design parameters. One important advantage of the OSE design is that the go/no-go interim decision rules are specified prior to the trial conduct, which makes the design particularly easy to use in practice. A simulation study shows that the OSE designs perform well and are ethically more desirable than the commonly used marker-stratified design. The OSE design is applied to an endometrial carcinoma trial. Copyright ? 2016 John Wiley &amp; Sons, Ltd.-Optimal sequential enrichment designs for phase II clinical trials.",0
"The most common and conceptually sound ethical concerns with financial incentives for research participation are that they may (1) represent undue inducements by blunting peoples' perceptions of research risks, thereby preventing fully informed consent; or (2) represent unjust inducements by encouraging enrollment preferentially among the poor. Neither of these concerns has been shown to manifest in studies testing the effects of incentives on decisions to participate in hypothetical randomized clinical trials (RCTs), but neither has been assessed in real RCTs. We are conducting randomized trials of real incentives embedded within two parent RCTs. In each of two trials conducted in parallel, we are randomizing 576 participants to one of three incentive groups. Following preliminary determination of patients' eligibility in the parent RCT, we assess patients' research attitudes, demographic characteristics, perceived research risks, time spent reviewing consent documents, ability to distinguish research from patient care, and comprehension of key trial features. These quantitative assessments will be supplemented by semi-structured interviews for a selected group of participants that more deeply explore patients' motivations for trial participation. The trials are each designed to have adequate power to rule out undue and unjust inducement. We are also exploring potential benefits of incentives, including possible increased attention to research risks and cost-effectiveness.-Randomized evaluation of trial acceptability by INcentive (RETAIN): Study protocol for two embedded randomized controlled trials.",0
"Increasingly used in health-related applications, latent variable models provide an appealing framework for handling high-dimensional exposure and response data. Item response theory (IRT) models, which have gained widespread popularity, were originally developed for use in the context of educational testing, where extremely large sample sizes permitted the estimation of a moderate-to-large number of parameters. In the context of public health applications, smaller sample sizes preclude large parameter spaces. Therefore, we propose a penalized likelihood approach to reduce mean square error and improve numerical stability. We present a continuous family of models, indexed by a tuning parameter, that range between the Rasch model and the IRT model. The tuning parameter is selected by cross validation or approximations such as Akaike Information Criterion. While our approach can be placed easily in a Bayesian context, we find that our frequentist approach is more computationally efficient. We demonstrate our methodology on a study of methylation silencing of gene expression in bladder tumors. We obtain similar results using both frequentist and Bayesian approaches, although the frequentist approach is less computationally demanding. In particular, we find high correlation of methylation silencing among 16 loci in bladder tumors, that methylation is associated with smoking and also with patient survival.-Penalized item response theory models: application to epigenetic alterations in bladder cancer.",0
"Critically ill infants with congenital heart disease (CHD) are often prescribed stress ulcer prophylaxis (SUP) to prevent upper gastrointestinal bleeding, despite the low incidence of stress ulcers and limited data on the safety and efficacy of SUP in infants. Recently, SUP has been associated with an increased incidence of hospital-acquired infections, community-acquired pneumonia, and necrotizing enterocolitis. The objective of this pilot study is to investigate the feasibility of performing a randomized controlled trial to assess the safety and efficacy of withholding SUP in infants with congenital heart disease admitted to the cardiac intensive care unit. A single center, prospective, double-blinded, randomized placebo-controlled pilot feasibility trial will be performed in infants with CHD admitted to the cardiac intensive care unit and anticipated to require respiratory support for &gt; 24 h. Patients will be randomized to receive a histamine-2 receptor antagonist (H2RA) or placebo until they are discontinued from respiratory support. Randomization will be performed within 2 strata defined by admission type (medical or surgical) and age (neonate, age &lt; 30 days, or infant, 1 month to 1 year). Allocation will be a 1:1 ratio using permuted blocks to ensure balanced allocations across the two treatment groups within each stratum. The primary outcomes include feasibility of screening, consent, timely allocation of study drug, and protocol adherence. The primary safety outcome is the rate of clinically significant upper gastrointestinal bleeding. The secondary outcomes are the difference in the relative and absolute abundance of the gut microbiota and functional microbial profiles between the two study groups. We plan to enroll 100 patients in this pilot study. Routine use of SUP to prevent upper gastrointestinal bleeding in infants is controversial due to a low incidence of bleeding events and concern for adverse effects. The role of SUP in infants with CHD has not been examined, and there is equipoise on the risks and benefits of withholding this therapy. In addition, this therapy has been discontinued in other neonatal populations due to the concern for hospital-acquired infections and necrotizing enterocolitis. Furthermore, exploring changes to the microbiome after exposure to SUP may highlight the mechanisms by which SUP impacts potential microbial dysbiosis of the gut and its association with hospital-acquired infections. Assessment of the feasibility of a trial of withholding SUP in critically ill infants with CHD will facilitate planning of a larger multicenter trial of safety and efficacy of SUP in this vulnerable population. ClinicalTrials.gov , NCT03667703. Registered 12 September 2018, https://clinicaltrials.gov/ct2/show/NCT03667703?term=SUPPRESS+CHD&amp;draw=2&amp;rank=1 . All WHO Trial Registration Data Set Criteria are met in this manuscript.-Stress ulcer prophylaxis versus placebo-a blinded randomized control trial to evaluate the safety of two strategies in critically ill infants with congenital heart disease (SUPPRESS-CHD).",0
"The effects of clustering in randomized controlled trials (RCTs) and the resulting potential violation of assumptions of independence are now well recognized. When patients in a single study are treated by several therapists, there is good reason to suspect that the variation in outcome will be smaller for patients treated in the same group than for patients treated in different groups. This potential correlation of outcomes results in a loss of independence of observations. The purpose of this study is to examine the current use of clustering analysis in RCTs published in the top five journals of orthopaedic surgery. RCTs published from 2006 to 2010 in the top five journals of orthopaedic surgery, as determined by 5-year impact factor, that included multiple therapists and/or centers were included. Identified articles were assessed for accounting for the effects of clustering of therapists and/or centers in randomization or analysis. Logistic regression used both univariate and multivariate models, with use of clustering analysis as the outcome. Multivariate models were constructed using stepwise deletion. An alpha level of 0.10 was considered significant. A total of 271 articles classified as RCTs were identified from the five journals included in the study. Thirty-two articles were excluded due to inclusion of nonhuman subjects. Of the remaining 239 articles, 186 were found to include multiple centers and/or therapists. The prevalence of use of clustering analysis was 21.5%. Fewer than half of the studies reported inclusion of a statistician, epidemiologist or clinical trials methodologist on the team. In multivariate modeling, adjusting for clustering was associated with a 6.7 times higher odds of inclusion of any type of specialist on the team (P = 0.08). Likewise, trials that accounted for clustering had 3.3 times the odds of including an epidemiologist/clinical trials methodologist than those that did not account for clustering (P = 0.04). Including specialists on a study team, especially an epidemiologist or clinical trials methodologist, appears to be important in the decision to account for clustering in RCT reporting. The use of clustering analysis remains an important piece of unbiased reporting, and accounting for clustering in RCTs should be a standard reporting practice.-Use of clustering analysis in randomized controlled trials in orthopaedic surgery.",2
"A goal of many health studies is to determine the causal effect of a treatment or intervention on health outcomes. Often, it is not ethically or practically possible to conduct a perfectly randomized experiment, and instead, an observational study must be used. A major challenge to the validity of observational studies is the possibility of unmeasured confounding (i.e., unmeasured ways in which the treatment and control groups differ before treatment administration, which also affect the outcome). Instrumental variables analysis is a method for controlling for unmeasured confounding. This type of analysis requires the measurement of a valid instrumental variable, which is a variable that (i) is independent of the unmeasured confounding; (ii) affects the treatment; and (iii) affects the outcome only indirectly through its effect on the treatment. This tutorial discusses the types of causal effects that can be estimated by instrumental variables analysis; the assumptions needed for instrumental variables analysis to provide valid estimates of causal effects and sensitivity analysis for those assumptions; methods of estimation of causal effects using instrumental variables; and sources of instrumental variables in health studies.-Instrumental variable methods for causal inference.",0
"Random-coefficient pattern-mixture models (RCPMMs) have been proposed for longitudinal data when drop-out is thought to be non-ignorable. An RCPMM is a random-effects model with summaries of drop-out time included among the regressors. The basis of every RCPMM is extrapolation. We review RCPMMs, describe various extrapolation strategies, and show how analyses may be simplified through multiple imputation. Using simulated and real data, we show that alternative RCPMMs that fit equally well may lead to very different estimates for parameters of interest. We also show that minor model misspecification can introduce biases that are quite large relative to standard errors, even in fairly small samples. For many scientific applications, where the form of the population model and nature of the drop-out are unknown, interval estimates from any single RCPMM may suffer from undercoverage because uncertainty about model specification is not taken into account.-On the performance of random-coefficient pattern-mixture models for non-ignorable drop-out.",0
"A problem often encountered in epidemiology is the evaluation of the validity of a short questionnaire for diet or physical activity administered to large numbers of subjects, where the gold standard is a diet record or physical activity diary. It is well known that random measurement error can attenuate the interclass correlation coefficient (validity coefficient) between these two variables. Several authors have proposed a de-attenuated (or corrected) correlation coefficient which is an estimate of the true correlation between the two variables after removing the effect of random measurement error. By true correlation we mean the correlation between the questionnaire and the mean of a large or 'infinite' number of diaries (representing the truth). In this paper the authors propose three methods (two ad hoc methods, the pairwise and weighted sib-mean estimators, and the maximum likelihood with confidence limits computed using the Wald statistic and profile likelihood approaches) to estimate the true correlation between a single questionnaire and the mean of an infinite number of follow-up diaries, in the general case where an unequal number of diaries are available for each individual. A simulation study is done under the assumption that the measured variables are normally distributed. Under the null hypothesis of no correlation between the questionnaires and the diaries, all methods had negligible biases. In cases closer to what is usually seen in practice (true correlation between 0.4 and 0.6), the degree of bias and coverage probability depends heavily on the reliability (intraclass correlation) of the diaries. The maximum likelihood estimator with confidence intervals computed by the profile likelihood approach, while not systematically outperforming the other methods, is shown to be the best of the three proposed approaches.-Comparisons of measures of interclass correlations: the general case of unequal group size.",1
"Although human leukocyte antigen (HLA) DQ and DR loci appear to confer the strongest genetic risk for type 1 diabetes, more detailed information is required for other loci within the HLA region to understand causality and stratify additional risk factors. The Type 1 Diabetes Genetics Consortium (T1DGC) study design included high-resolution genotyping of HLA-A, B, C, DRB1, DQ, and DP loci in all affected sibling pair and trio families, and cases and controls, recruited from four networks worldwide, for analysis with clinical phenotypes and immunological markers. In this article, we present the operational strategy of training, classification, reporting, and quality control of HLA genotyping in four laboratories on three continents over nearly 5 years. Methods to standardize HLA genotyping at eight loci included: central training and initial certification testing; the use of uniform reagents, protocols, instrumentation, and software versions; an automated data transfer; and the use of standardized nomenclature and allele databases. We implemented a rigorous and consistent quality control process, reinforced by repeated workshops, yearly meetings, and telephone conferences. A total of 15,246 samples have been HLA genotyped at eight loci to four-digit resolution; an additional 6797 samples have been HLA genotyped at two loci. The genotyping repeat rate decreased significantly over time, with an estimated unresolved Mendelian inconsistency rate of 0.21%. Annual quality control exercises tested 2192 genotypes (4384 alleles) and achieved 99.82% intra-laboratory and 99.68% inter-laboratory concordances. The chosen genotyping platform was unable to distinguish many allele combinations, which would require further multiple stepwise testing to resolve. For these combinations, a standard allele assignment was agreed upon, allowing further analysis if required. High-resolution HLA genotyping can be performed in multiple laboratories using standard equipment, reagents, protocols, software, and communication to produce consistent and reproducible data with minimal systematic error. Many of the strategies used in this study are generally applicable to other large multi-center studies.-HLA genotyping in the international Type 1 Diabetes Genetics Consortium.",0
"To describe the health care settings, purposes, and study reporting quality of the 2 ? 2 cluster randomized controlled factorial trial design. This study is a systematic review. We searched Medline, Embase, Cochrane Library, and Web of Knowledge for articles published up to May 2012. Cluster randomized controlled 2 ? 2 factorial trials in health, evaluating at least one complex intervention, were included. Two authors independently reviewed and extracted data from the studies. Twenty-nine studies covering a wide range of clinical areas and health care settings were included. The cluster design was mostly used to minimize contamination. The factorial design was mostly used to assess the effects of two interventions in the same study and to explore interactions between interventions. However, although most studies explored the presence or absence of intervention interactions, they were often either not sufficiently powered to detect any interactions or did not provide information on whether the study was sufficiently powered to detect any interactions. There was a considerable variability in the reporting of a number of study characteristics and methodological aspects. Study quality was also variable within and across studies. The design has been used in a wide range of health care settings and clinical areas to minimize contamination, assess the effects of two interventions in the same study, and explore intervention interactions. There is need for improvement on and guidelines for the reporting of factorial trials.-The 2 ? 2 cluster randomized controlled factorial trial design is mainly used for efficiency and to explore intervention interactions: a systematic review.",1
"In failure-time settings, a competing event is any event that makes it impossible for the event of interest to occur. For example, cardiovascular disease death is a competing event for prostate cancer death because an individual cannot die of prostate cancer once he has died of cardiovascular disease. Various statistical estimands have been defined as possible targets of inference in the classical competing risks literature. Many reviews have described these statistical estimands and their estimating procedures with recommendations about their use. However, this previous work has not used a formal framework for characterizing causal effects and their identifying conditions, which makes it difficult to interpret effect estimates and assess recommendations regarding analytic choices. Here we use a counterfactual framework to explicitly define each of these classical estimands. We clarify that, depending on whether competing events are defined as censoring events, contrasts of risks can define a total effect of the treatment on the event of interest or a direct effect of the treatment on the event of interest not mediated by the competing event. In contrast, regardless of whether competing events are defined as censoring events, counterfactual hazard contrasts cannot generally be interpreted as causal effects. We illustrate how identifying assumptions for all of these counterfactual estimands can be represented in causal diagrams, in which competing events are depicted as time-varying covariates. We present an application of these ideas to data from a randomized trial designed to estimate the effect of estrogen therapy on prostate cancer mortality.-A causal framework for classical statistical estimands in failure-time settings with competing events.",0
"A number of antibody biomarkers have been developed to distinguish between recent and established Human Immunodeficiency Virus (HIV) infection and used for HIV incidence estimation from cross-sectional specimens. In general, a cut-off value is specified, and estimates of the following parameters are needed: (i) the mean time interval .w/ between seroconversion and reaching that cut-off; (ii) the probability of correctly identifying individuals who became infected in the last w years (sensitivity); and (iii) the probability of correctly identifying individuals who have been infected for more than w years (specificity). We develop two statistical methods to study the distribution of a biomarker and derive a formula for estimating HIV incidence from a cross-sectional survey. Both methods allow handling interval censored data and basically consist of using a generalized mixture model to model the growth of the biomarker as a function of time since infection. The first uses data from all followed-up individuals and allows incidence estimation in the cohort, whereas the second only uses data from seroconverters. We illustrate our methods using repeated measures of the IgG capture BED enzyme immunoassay. Estimates of calibration parameters, that is, mean window period, mean recency period, sensitivity, and specificities obtained from both models are comparable. The formula derived for incidence estimation gives the maximum likelihood estimate of incidence which, for a given window period, depends only on sensitivity and specificity. The optimal choice of the window period is discussed. Numerical simulations suggest that data from seroconverters can provide reasonable estimates of the calibration parameters.-Mixture models for calibrating the BED   for HIV incidence testing.",0
Modeling Cluster Design Effects When Cluster Sizes Vary,1
"Analyses of trials of group administered treatments require an identifier for therapy group to account for clustering by group. All patients randomized to receive the group administered treatment could be assigned an intended group identifier following randomization. Alternatively, an actual group could be based on those patients that comply with group therapy. We investigate the implications for intention-to-treat (ITT) analyses of using either the intended or actual group to adjust for the clustering effect. We also consider causal models using the actual group. A simulation study showed that ITT estimates based on random effects models or GEE with an exchangeable correlation matrix performed much better when using the intended group than the actual group. OLS with robust standard errors performed well with both. Most compliance average causal effect (CACE) models performed well. While practical constraints of the clinical setting may determine the choice between an intended or actual group analyses, it is desirable to record both. An ITT analysis using mixed models can then be fitted using the intended group with data generation assumptions checked by a causal model using the actual group. Where an ITT analysis is based on the actual group, worse outcome for never-takers than compliers may allow one to infer that some estimators are biased toward no treatment effect. The work here is motivated and illustrated by a trial of a group therapy, but also has relevance to trials with treatment related clustering due to therapist examples of which include physical and talking therapies or surgery.-The implications of noncompliance for randomized trials with partial nesting due to group treatment",2
"Randomized controlled trials are crucial for the evaluation of interventions such as vaccinations, but the design and analysis of these studies during infectious disease outbreaks is complicated by statistical, ethical, and logistical factors. Attempts to resolve these complexities have led to the proposal of a variety of trial designs, including individual randomization and several types of cluster randomization designs: parallel-arm, ring vaccination, and stepped wedge designs. Because of the strong time trends present in infectious disease incidence, however, methods generally used to analyze stepped wedge trials might not perform well in these settings. Using simulated outbreaks, we evaluated various designs and analysis methods, including recently proposed methods for analyzing stepped wedge trials, to determine the statistical properties of these methods. While new methods for analyzing stepped wedge trials can provide some improvement over previous methods, we find that they still lag behind parallel-arm cluster-randomized trials and individually randomized trials in achieving adequate power to detect intervention effects. We also find that these methods are highly sensitive to the weighting of effect estimates across time periods. Despite the value of new methods, stepped wedge trials still have statistical disadvantages compared with other trial designs in epidemic settings.-Statistical Properties of Stepped Wedge Cluster-Randomized Trials in Infectious Disease Outbreaks",3
"Five counties (Kern, Riverside, Sacramento, San Diego, San Francisco) that demonstrate both variations and similarities in their implementation of Proposition 36 (e.g., treatment approaches, urine testing) and patient mix have been selected to participate in a study assessing how California's Proposition 36 is affecting the drug treatment system and patient outcomes. Except for San Francisco, treatment admissions increased during the first year of Proposition 36 implementation over the prior year (27% in Kern, 21% in Riverside, 17% in Sacramento, and 16% in San Diego), mostly in outpatient drug-free programs. Compared to non-Proposition 36 patients, Proposition 36 patients were more likely to be men, first-time admissions, treated in outpatient drug-free programs, employed full-time, and users of methamphetamine or marijuana. They were less likely to be treated in residential programs or methadone maintenance programs and fewer reported heroin use or injection drug use. Guided by the multilevel open systems framework, the study examines key issues of Proposition 36 that influence treatment systems and outcomes and empirically identifies ""best practice"" approaches in treating drug-abusing offenders.-Treating drug-abusing offenders. Initial findings from a five-county study on the impact of California's Proposition 36 on the treatment system and patient outcomes.",0
"An economic evaluation of five outpatient adolescent treatment approaches (12 total site-by-conditions) was conducted. The economic cost of each of the 12 site-specific treatment conditions was determined by the Drug Abuse Treatment Cost Analysis Program (DATCAP). Economic benefits of treatment were estimated by first monetizing a series of treatment outcomes and then analyzing the magnitude of these monetized outcomes from baseline through the 12-month follow-up. The average economic costs ranged from $90 to $313 per week and from $839 to $3,279 per episode. Relative to the quarter before intake, the average quarterly cost to society for the next 12 months (including treatment costs) significantly declined in 4 of the 12 site-by-treatment conditions, remained unchanged in 6 conditions, and increased in 2 treatment conditions (both in the same site). These results suggest that some types of substance-abuse intervention for adolescents can reduce social costs immediately after treatment.-Outpatient marijuana treatment for adolescents. Economic evaluation of a multisite field experiment.",0
"We conducted a descriptive study to assess the relationship between increasing age and the reporting of melanoma signs/symptoms in 634 hospital-based and 624 population-based incident cases of melanoma. Multivariate logistic regression was used to evaluate the relationship between older age (&gt; or = 50 years) and the reporting of melanoma signs/symptoms. Older patients were less likely to report itching and change in elevation of their lesions (P &lt; 0.05). Change in color was also less likely to be reported by older patients, although not statistically significant. Ulceration of the lesion was reported significantly more by older patients (P &lt; 0.05). Older individuals may be less likely to report itching and change in elevation/color of their lesions, but more likely to report ulceration, a symptom associated with advanced disease and poor prognosis. Further research is necessary to provide a better understanding of the development of melanoma in older populations so that new strategies can be explored to improve early detection in this age group.-Signs and symptoms of melanoma in older populations.",0
Rejoinder: Matched Pairs and the Future of Cluster-Randomized Experiments,1
